from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_exact_match
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_iters3000_regular_7-6seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_iters3000_regular_1-3seg_eval/run_1,False,,False,,,18.839885711669922
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_iters3000_regular_3-1seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_iters3000_regular_4-12seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_iters3000_regular_2-9seg_eval/run_1,False,,False,,,38.30297088623047
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_iters3000_regular_4-5seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,3493,7,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs128_iters3000_regular_6-7seg_eval/run_1,False,,False,,,99.80824279785156
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_iters3000_regular_6-5seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_3-4seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,7485,15,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_iters3000_regular_4-15seg_eval/run_1,False,,False,,,100.0
